label,filepath
ham,data/065/284
ham,data/122/076
ham,data/023/031
ham,data/110/218
ham,data/092/278
ham,data/007/238
ham,data/025/285
spam,data/089/199
spam,data/014/192
ham,data/024/091
spam,data/001/068
spam,data/101/131
spam,data/085/281
spam,data/007/136
spam,data/108/260
ham,data/040/094
ham,data/093/194
spam,data/000/147
ham,data/034/227
spam,data/084/183
spam,data/023/229
ham,data/124/008
spam,data/087/038
ham,data/032/268
ham,data/121/083
spam,data/017/243
spam,data/117/129
ham,data/047/262
spam,data/071/018
spam,data/102/213
ham,data/027/210
spam,data/033/204
spam,data/086/074
spam,data/054/273
ham,data/042/137
ham,data/061/197
spam,data/007/166
ham,data/048/005
spam,data/110/134
spam,data/056/121
spam,data/069/279
spam,data/115/191
spam,data/062/093
spam,data/099/043
spam,data/074/018
spam,data/044/122
spam,data/020/039
spam,data/096/261
spam,data/064/000
ham,data/038/093
ham,data/124/142
spam,data/039/291
spam,data/066/292
spam,data/000/272
ham,data/074/001
ham,data/063/075
spam,data/117/005
spam,data/062/169
spam,data/082/217
spam,data/095/106
spam,data/016/097
spam,data/114/109
ham,data/111/299
spam,data/073/178
spam,data/059/172
spam,data/099/182
spam,data/054/222
spam,data/022/264
spam,data/095/207
ham,data/106/044
spam,data/079/028
spam,data/097/172
ham,data/070/027
ham,data/065/225
ham,data/117/092
ham,data/120/139
spam,data/024/084
spam,data/052/068
ham,data/025/152
spam,data/126/001
ham,data/055/013
ham,data/004/029
spam,data/013/152
spam,data/073/255
spam,data/064/085
spam,data/005/145
spam,data/095/102
ham,data/066/043
spam,data/034/200
spam,data/099/281
spam,data/074/169
spam,data/031/235
spam,data/043/137
ham,data/121/035
ham,data/063/027
spam,data/114/207
ham,data/002/111
spam,data/046/152
ham,data/076/243
spam,data/100/183
spam,data/054/149
ham,data/026/101
ham,data/067/229
spam,data/092/205
ham,data/114/255
spam,data/102/126
ham,data/124/247
spam,data/017/230
spam,data/026/013
spam,data/028/256
spam,data/003/137
ham,data/072/267
spam,data/119/042
spam,data/058/163
spam,data/078/228
spam,data/010/061
spam,data/042/144
ham,data/115/286
spam,data/111/067
spam,data/027/224
spam,data/120/260
ham,data/069/159
ham,data/078/091
spam,data/008/096
ham,data/033/074
ham,data/039/045
ham,data/012/096
spam,data/124/043
spam,data/008/169
ham,data/063/011
ham,data/036/076
ham,data/087/163
ham,data/070/037
ham,data/004/018
spam,data/000/013
spam,data/094/174
ham,data/079/139
ham,data/120/152
ham,data/023/211
spam,data/056/178
spam,data/005/216
ham,data/078/097
spam,data/055/276
spam,data/088/259
spam,data/092/255
ham,data/120/232
ham,data/116/273
spam,data/034/140
spam,data/006/068
ham,data/108/023
spam,data/098/295
spam,data/049/264
spam,data/068/245
spam,data/071/244
spam,data/124/176
spam,data/065/047
spam,data/075/253
spam,data/011/039
ham,data/036/229
ham,data/045/074
ham,data/041/215
ham,data/068/106
spam,data/082/203
ham,data/030/106
spam,data/124/265
ham,data/099/032
spam,data/056/248
ham,data/075/255
spam,data/053/053
spam,data/024/293
ham,data/121/270
spam,data/023/181
spam,data/038/027
ham,data/029/048
spam,data/021/222
spam,data/070/294
ham,data/003/077
spam,data/003/123
spam,data/075/279
spam,data/096/041
ham,data/100/236
spam,data/111/274
spam,data/045/244
spam,data/124/012
ham,data/076/051
spam,data/057/299
spam,data/030/062
spam,data/073/141
spam,data/000/031
ham,data/038/229
spam,data/030/008
spam,data/070/036
spam,data/028/274
spam,data/044/148
ham,data/014/226
ham,data/009/240
spam,data/087/199
spam,data/062/247
spam,data/034/151
spam,data/095/175
spam,data/093/288
ham,data/005/078
spam,data/113/028
spam,data/089/152
spam,data/029/212
spam,data/010/168
spam,data/018/115
spam,data/062/271
spam,data/008/242
spam,data/040/255
spam,data/010/222
ham,data/058/112
spam,data/056/042
ham,data/065/216
spam,data/051/159
spam,data/038/170
ham,data/047/266
spam,data/040/208
spam,data/037/175
spam,data/077/209
ham,data/001/043
ham,data/109/203
spam,data/023/018
spam,data/023/177
ham,data/064/271
ham,data/003/034
spam,data/001/026
spam,data/094/064
ham,data/040/048
ham,data/056/036
ham,data/067/114
spam,data/038/041
spam,data/079/035
spam,data/008/235
ham,data/035/177
spam,data/005/081
ham,data/028/231
ham,data/069/089
spam,data/060/288
ham,data/124/222
spam,data/033/142
spam,data/087/204
spam,data/033/084
ham,data/078/037
ham,data/086/037
ham,data/048/285
spam,data/087/055
spam,data/024/115
spam,data/066/103
ham,data/120/107
ham,data/004/275
ham,data/006/033
ham,data/038/069
spam,data/031/011
spam,data/098/179
spam,data/026/156
spam,data/040/005
ham,data/060/216
spam,data/120/278
spam,data/060/152
spam,data/029/014
spam,data/055/145
spam,data/074/268
spam,data/069/068
spam,data/015/158
ham,data/002/145
spam,data/096/025
spam,data/078/130
ham,data/016/207
spam,data/000/280
spam,data/045/122
spam,data/010/167
ham,data/061/024
ham,data/009/233
ham,data/052/047
spam,data/023/245
spam,data/119/037
ham,data/075/074
spam,data/033/102
ham,data/006/031
spam,data/087/058
spam,data/107/042
ham,data/016/052
spam,data/058/275
spam,data/067/012
spam,data/076/221
spam,data/112/070
ham,data/032/161
spam,data/091/238
spam,data/057/173
spam,data/016/292
ham,data/070/180
spam,data/081/228
spam,data/052/281
spam,data/021/281
spam,data/076/287
spam,data/059/133
spam,data/058/017
spam,data/101/186
ham,data/109/225
spam,data/094/294
spam,data/113/075
ham,data/026/071
spam,data/089/133
spam,data/106/234
spam,data/103/106
ham,data/045/206
spam,data/070/065
spam,data/083/056
spam,data/067/263
ham,data/052/249
spam,data/058/136
ham,data/057/261
spam,data/036/238
ham,data/061/243
spam,data/040/289
spam,data/052/038
spam,data/016/267
spam,data/058/263
ham,data/043/026
spam,data/103/085
spam,data/108/222
ham,data/101/110
spam,data/017/252
spam,data/084/216
spam,data/120/181
ham,data/062/087
ham,data/087/201
spam,data/005/203
spam,data/114/101
spam,data/049/175
ham,data/122/275
ham,data/046/256
ham,data/117/062
spam,data/071/142
spam,data/081/013
spam,data/023/234
spam,data/108/091
spam,data/075/017
spam,data/057/077
spam,data/121/246
spam,data/088/080
ham,data/036/058
spam,data/073/217
ham,data/073/001
ham,data/040/274
spam,data/122/166
ham,data/004/049
ham,data/052/229
spam,data/053/288
spam,data/115/116
spam,data/110/142
ham,data/042/103
spam,data/035/024
spam,data/084/172
ham,data/008/172
spam,data/100/196
spam,data/107/010
spam,data/074/048
spam,data/069/171
spam,data/014/266
spam,data/050/030
spam,data/002/062
ham,data/094/033
spam,data/094/081
spam,data/114/118
spam,data/072/151
spam,data/005/252
ham,data/039/159
spam,data/123/240
spam,data/106/149
spam,data/074/066
spam,data/115/272
ham,data/045/213
ham,data/036/157
spam,data/097/089
ham,data/117/211
spam,data/094/142
spam,data/075/214
spam,data/014/046
ham,data/036/066
spam,data/018/092
spam,data/123/293
ham,data/048/202
ham,data/047/069
spam,data/002/100
spam,data/075/219
spam,data/081/030
spam,data/090/166
spam,data/085/156
spam,data/086/048
spam,data/045/285
spam,data/009/123
spam,data/080/031
ham,data/083/280
spam,data/045/281
spam,data/108/152
spam,data/036/150
spam,data/058/034
ham,data/095/195
spam,data/051/053
spam,data/122/116
ham,data/021/290
spam,data/096/129
spam,data/038/087
spam,data/036/092
spam,data/068/082
spam,data/114/244
spam,data/017/105
ham,data/070/211
spam,data/008/084
spam,data/002/088
spam,data/078/065
ham,data/022/125
ham,data/067/267
spam,data/017/185
ham,data/003/268
ham,data/101/073
spam,data/087/238
ham,data/081/195
spam,data/113/292
ham,data/102/275
ham,data/104/143
spam,data/031/083
spam,data/078/192
spam,data/065/270
ham,data/087/028
spam,data/061/135
spam,data/074/232
spam,data/079/115
ham,data/083/129
ham,data/116/264
spam,data/082/121
ham,data/021/243
ham,data/103/272
ham,data/022/254
spam,data/000/287
spam,data/078/263
ham,data/054/081
spam,data/091/035
ham,data/074/077
spam,data/009/093
spam,data/065/091
spam,data/062/010
spam,data/105/210
ham,data/024/211
spam,data/055/278
ham,data/083/169
ham,data/044/207
spam,data/022/184
spam,data/083/270
ham,data/040/141
spam,data/104/055
spam,data/062/202
spam,data/112/009
ham,data/105/200
spam,data/056/212
ham,data/101/001
spam,data/059/034
spam,data/115/244
spam,data/054/111
ham,data/034/022
spam,data/014/016
spam,data/027/040
ham,data/096/015
spam,data/037/071
spam,data/105/052
spam,data/017/031
spam,data/082/087
spam,data/084/156
spam,data/116/179
ham,data/019/023
spam,data/097/282
spam,data/027/214
ham,data/049/267
ham,data/020/185
ham,data/090/182
ham,data/093/007
spam,data/020/130
spam,data/093/179
spam,data/009/023
spam,data/081/253
ham,data/122/038
spam,data/068/269
spam,data/000/192
spam,data/119/035
spam,data/086/284
spam,data/060/046
spam,data/108/238
spam,data/027/077
spam,data/080/128
spam,data/071/114
ham,data/082/142
ham,data/071/079
spam,data/110/206
ham,data/016/148
spam,data/016/023
ham,data/120/270
ham,data/092/171
spam,data/010/203
ham,data/120/223
ham,data/037/243
ham,data/000/024
spam,data/065/078
ham,data/066/193
ham,data/106/047
spam,data/010/151
spam,data/020/266
spam,data/117/268
spam,data/076/220
ham,data/085/147
spam,data/052/083
ham,data/111/029
ham,data/099/157
spam,data/119/105
spam,data/116/044
spam,data/085/134
ham,data/066/026
spam,data/007/264
spam,data/082/025
spam,data/074/025
ham,data/111/121
ham,data/091/025
spam,data/096/270
spam,data/009/278
ham,data/024/244
ham,data/030/135
ham,data/084/240
spam,data/013/192
ham,data/076/066
spam,data/114/133
ham,data/021/053
spam,data/085/094
spam,data/007/228
ham,data/009/175
spam,data/009/128
ham,data/005/171
ham,data/026/293
spam,data/080/079
spam,data/119/198
ham,data/098/075
spam,data/071/154
spam,data/095/089
spam,data/046/021
spam,data/019/115
ham,data/037/277
ham,data/013/225
spam,data/033/213
ham,data/097/160
ham,data/089/015
ham,data/005/196
spam,data/121/172
spam,data/112/045
spam,data/105/295
ham,data/012/095
spam,data/106/017
ham,data/001/290
spam,data/079/216
ham,data/015/273
ham,data/089/243
ham,data/119/212
ham,data/024/245
spam,data/095/139
ham,data/112/189
spam,data/109/163
ham,data/057/242
spam,data/040/169
ham,data/084/103
ham,data/113/022
ham,data/037/178
spam,data/123/265
ham,data/038/017
spam,data/012/261
spam,data/059/197
spam,data/087/259
spam,data/081/136
spam,data/086/158
ham,data/006/153
spam,data/123/238
spam,data/004/208
ham,data/088/247
spam,data/007/029
spam,data/081/154
ham,data/046/016
spam,data/109/077
spam,data/105/196
spam,data/031/094
spam,data/118/224
spam,data/010/074
spam,data/034/076
ham,data/108/157
ham,data/085/186
ham,data/013/153
spam,data/008/015
ham,data/040/115
spam,data/039/173
ham,data/027/208
ham,data/047/074
ham,data/038/275
spam,data/119/050
spam,data/047/014
ham,data/041/123
ham,data/021/158
spam,data/067/058
ham,data/050/221
spam,data/089/273
ham,data/042/211
ham,data/031/283
spam,data/002/057
ham,data/032/210
ham,data/071/036
ham,data/075/233
spam,data/067/232
ham,data/043/269
ham,data/050/136
ham,data/071/032
spam,data/116/291
spam,data/049/135
spam,data/025/186
spam,data/037/002
spam,data/063/107
ham,data/063/230
spam,data/052/244
spam,data/080/255
ham,data/029/173
ham,data/034/282
ham,data/074/133
spam,data/069/008
ham,data/096/211
spam,data/014/120
spam,data/109/273
spam,data/032/242
spam,data/081/266
ham,data/033/295
ham,data/005/234
spam,data/022/181
spam,data/014/067
ham,data/100/195
spam,data/099/208
spam,data/037/221
spam,data/034/221
spam,data/035/021
spam,data/056/264
spam,data/005/164
ham,data/077/215
spam,data/110/138
spam,data/124/203
ham,data/087/148
spam,data/036/022
spam,data/093/002
spam,data/022/176
ham,data/039/132
spam,data/023/298
ham,data/100/204
spam,data/057/213
spam,data/002/253
spam,data/064/019
spam,data/081/074
spam,data/036/044
spam,data/115/066
spam,data/008/271
spam,data/039/058
ham,data/024/241
ham,data/109/276
spam,data/000/268
spam,data/042/025
ham,data/103/143
spam,data/031/227
spam,data/104/228
ham,data/048/203
spam,data/081/216
spam,data/108/268
ham,data/096/107
ham,data/046/044
ham,data/007/059
spam,data/124/037
spam,data/090/215
spam,data/011/251
ham,data/103/003
spam,data/103/154
ham,data/108/045
spam,data/085/081
ham,data/014/032
spam,data/100/126
spam,data/092/056
ham,data/084/026
spam,data/040/037
ham,data/076/043
ham,data/009/135
spam,data/081/286
spam,data/003/018
ham,data/083/244
spam,data/020/065
ham,data/106/240
spam,data/015/054
spam,data/009/143
ham,data/003/028
spam,data/075/180
ham,data/106/111
spam,data/125/277
spam,data/041/002
ham,data/090/065
spam,data/033/093
ham,data/086/272
spam,data/109/140
ham,data/042/112
spam,data/069/109
spam,data/054/201
spam,data/051/061
spam,data/097/256
spam,data/070/202
spam,data/024/275
spam,data/053/021
spam,data/124/098
spam,data/114/057
spam,data/060/225
spam,data/119/267
spam,data/040/026
spam,data/074/279
spam,data/047/070
spam,data/025/175
spam,data/022/089
spam,data/095/043
ham,data/068/218
ham,data/100/009
spam,data/053/282
ham,data/012/163
ham,data/000/163
spam,data/057/021
spam,data/094/030
spam,data/005/266
ham,data/106/088
ham,data/124/011
spam,data/109/156
ham,data/111/138
ham,data/079/224
spam,data/083/295
spam,data/069/051
ham,data/063/166
ham,data/043/095
ham,data/081/165
spam,data/008/111
spam,data/098/047
spam,data/101/098
spam,data/049/069
spam,data/061/204
ham,data/098/128
ham,data/048/201
spam,data/041/051
spam,data/039/257
spam,data/088/153
ham,data/051/074
spam,data/097/017
spam,data/118/268
ham,data/018/143
spam,data/092/258
ham,data/113/218
ham,data/111/137
spam,data/124/018
spam,data/119/208
ham,data/008/253
ham,data/008/276
spam,data/081/258
spam,data/020/006
spam,data/043/065
spam,data/097/297
spam,data/029/091
ham,data/103/261
spam,data/090/291
spam,data/096/219
spam,data/073/068
ham,data/083/146
ham,data/046/177
ham,data/122/217
spam,data/114/167
ham,data/108/292
ham,data/025/131
ham,data/048/283
spam,data/015/186
spam,data/080/151
spam,data/123/098
ham,data/036/057
spam,data/035/094
ham,data/004/269
spam,data/078/289
spam,data/047/089
spam,data/056/103
spam,data/031/244
spam,data/041/041
ham,data/109/189
spam,data/072/130
spam,data/095/070
ham,data/049/286
ham,data/084/274
spam,data/093/005
ham,data/092/168
spam,data/035/168
spam,data/073/176
spam,data/069/138
ham,data/080/071
ham,data/108/294
spam,data/058/014
ham,data/065/243
spam,data/082/017
spam,data/035/281
spam,data/120/198
spam,data/037/256
ham,data/040/147
spam,data/027/164
ham,data/112/183
ham,data/031/193
spam,data/064/071
ham,data/064/110
spam,data/036/067
spam,data/105/021
spam,data/076/094
ham,data/116/065
ham,data/055/069
spam,data/092/040
ham,data/083/229
spam,data/084/246
spam,data/122/297
ham,data/113/065
spam,data/015/296
spam,data/088/016
spam,data/090/295
spam,data/109/186
spam,data/013/174
spam,data/001/248
spam,data/007/123
spam,data/070/149
ham,data/036/189
spam,data/082/234
spam,data/081/182
spam,data/010/121
ham,data/113/177
ham,data/016/059
ham,data/092/111
ham,data/105/168
ham,data/050/261
spam,data/048/057
ham,data/029/180
spam,data/068/131
ham,data/111/085
ham,data/046/297
spam,data/073/173
ham,data/048/255
spam,data/021/197
spam,data/088/109
spam,data/037/299
spam,data/014/049
spam,data/091/271
ham,data/016/088
spam,data/080/232
spam,data/046/226
spam,data/082/083
ham,data/102/272
ham,data/003/226
spam,data/078/170
ham,data/122/034
spam,data/046/005
spam,data/057/140
spam,data/023/149
ham,data/117/234
ham,data/125/180
spam,data/113/002
ham,data/050/276
spam,data/034/089
ham,data/119/186
spam,data/108/112
spam,data/018/019
spam,data/107/131
spam,data/125/090
ham,data/047/170
spam,data/038/183
ham,data/104/087
spam,data/081/052
ham,data/044/085
ham,data/018/061
spam,data/025/060
spam,data/120/074
ham,data/011/042
spam,data/123/258
spam,data/047/077
spam,data/007/134
spam,data/108/209
spam,data/019/128
spam,data/075/147
spam,data/048/082
ham,data/001/148
ham,data/082/046
spam,data/044/274
ham,data/100/242
spam,data/033/109
spam,data/044/024
ham,data/008/031
spam,data/091/176
ham,data/099/065
spam,data/071/211
spam,data/056/033
spam,data/117/127
spam,data/105/243
ham,data/016/144
ham,data/083/253
spam,data/080/188
spam,data/013/104
spam,data/094/082
spam,data/125/133
ham,data/063/172
ham,data/087/155
spam,data/031/294
spam,data/089/028
spam,data/110/141
spam,data/018/116
spam,data/020/070
spam,data/116/180
spam,data/077/006
spam,data/038/228
spam,data/080/233
spam,data/015/203
spam,data/010/157
spam,data/126/013
spam,data/028/096
spam,data/067/251
spam,data/062/212
spam,data/068/292
spam,data/066/244
spam,data/041/179
spam,data/108/168
spam,data/066/123
ham,data/009/139
ham,data/115/181
ham,data/094/201
spam,data/059/151
ham,data/055/185
spam,data/031/055
spam,data/123/204
spam,data/049/066
spam,data/005/197
spam,data/112/261
ham,data/013/182
spam,data/102/284
ham,data/054/140
ham,data/031/245
spam,data/116/232
ham,data/049/247
spam,data/080/012
ham,data/029/035
spam,data/117/023
ham,data/045/271
ham,data/089/189
ham,data/095/209
ham,data/026/015
spam,data/059/186
ham,data/093/047
ham,data/059/129
spam,data/022/283
ham,data/027/100
ham,data/017/277
ham,data/115/228
ham,data/063/028
spam,data/012/078
spam,data/124/243
spam,data/009/107
ham,data/078/152
ham,data/049/065
spam,data/071/138
ham,data/036/275
spam,data/041/136
spam,data/075/262
spam,data/000/281
ham,data/097/234
spam,data/064/141
spam,data/125/134
spam,data/031/119
spam,data/082/280
spam,data/015/170
spam,data/120/168
ham,data/031/175
ham,data/089/088
ham,data/076/236
spam,data/038/161
spam,data/078/000
spam,data/045/144
ham,data/116/131
spam,data/082/051
ham,data/032/051
spam,data/032/287
ham,data/060/253
spam,data/096/203
spam,data/006/187
spam,data/093/152
spam,data/016/202
spam,data/043/071
spam,data/058/247
ham,data/099/297
spam,data/124/045
spam,data/038/216
spam,data/086/242
spam,data/068/268
ham,data/049/200
ham,data/118/269
spam,data/014/088
spam,data/088/008
ham,data/062/101
spam,data/073/167
spam,data/074/069
ham,data/076/277
spam,data/098/070
spam,data/022/182
spam,data/072/152
spam,data/081/167
spam,data/077/176
ham,data/098/012
spam,data/117/146
ham,data/041/208
ham,data/105/039
spam,data/123/171
spam,data/089/202
spam,data/028/193
spam,data/015/251
spam,data/051/021
spam,data/115/038
spam,data/004/083
ham,data/012/246
ham,data/016/110
spam,data/023/088
spam,data/060/126
ham,data/114/004
ham,data/099/277
spam,data/054/160
ham,data/008/239
spam,data/124/039
spam,data/008/246
spam,data/107/259
spam,data/101/152
spam,data/020/029
ham,data/088/046
spam,data/000/130
spam,data/063/169
ham,data/071/152
ham,data/032/124
spam,data/049/096
ham,data/052/161
spam,data/102/158
ham,data/116/278
spam,data/017/160
ham,data/121/280
ham,data/050/226
spam,data/038/002
spam,data/119/026
ham,data/007/150
spam,data/019/167
spam,data/073/111
spam,data/117/054
spam,data/075/090
ham,data/006/000
spam,data/087/149
spam,data/024/031
spam,data/063/219
spam,data/045/272
spam,data/053/195
ham,data/046/269
spam,data/030/257
spam,data/059/267
ham,data/071/292
ham,data/088/186
spam,data/107/164
spam,data/105/111
spam,data/125/024
spam,data/091/186
spam,data/112/203
ham,data/038/052
spam,data/053/058
ham,data/019/083
spam,data/102/086
spam,data/046/054
ham,data/054/207
spam,data/001/241
spam,data/018/016
ham,data/124/087
spam,data/001/253
ham,data/120/095
spam,data/122/201
spam,data/075/143
ham,data/021/018
spam,data/104/279
spam,data/087/168
spam,data/111/206
spam,data/056/109
spam,data/087/004
spam,data/056/091
spam,data/114/262
ham,data/099/090
ham,data/016/078
ham,data/021/268
ham,data/124/055
spam,data/023/231
spam,data/041/193
spam,data/111/264
spam,data/029/225
spam,data/115/151
ham,data/047/065
spam,data/121/229
spam,data/122/120
ham,data/030/195
ham,data/068/113
ham,data/007/198
spam,data/070/107
ham,data/002/218
spam,data/057/147
spam,data/068/060
ham,data/121/202
ham,data/054/143
ham,data/043/199
spam,data/113/074
ham,data/089/114
spam,data/104/283
spam,data/068/015
spam,data/014/261
spam,data/047/140
ham,data/053/124
spam,data/072/022
ham,data/103/174
spam,data/061/130
spam,data/001/085
spam,data/099/005
ham,data/003/234
ham,data/068/276
spam,data/006/183
ham,data/063/136
spam,data/048/257
spam,data/007/271
ham,data/056/061
spam,data/109/265
spam,data/121/214
spam,data/092/103
ham,data/034/235
spam,data/054/254
spam,data/085/291
spam,data/124/174
spam,data/036/211
spam,data/112/211
spam,data/001/205
spam,data/010/086
spam,data/044/227
ham,data/057/038
ham,data/110/217
spam,data/042/015
spam,data/034/121
spam,data/005/002
spam,data/032/273
spam,data/113/145
spam,data/047/111
spam,data/016/258
spam,data/117/045
ham,data/038/040
ham,data/087/046
ham,data/037/122
spam,data/034/137
ham,data/011/107
spam,data/034/243
ham,data/100/259
spam,data/090/145
spam,data/120/058
ham,data/029/224
ham,data/057/009
spam,data/056/266
spam,data/112/164
ham,data/087/090
spam,data/028/290
spam,data/102/110
spam,data/122/299
ham,data/085/047
spam,data/092/050
spam,data/001/163
ham,data/041/227
ham,data/119/206
ham,data/021/079
ham,data/091/242
spam,data/049/219
spam,data/050/151
ham,data/046/188
spam,data/101/156
spam,data/086/190
spam,data/054/126
ham,data/087/270
spam,data/096/275
spam,data/046/023
spam,data/118/061
ham,data/111/193
spam,data/009/002
spam,data/095/189
spam,data/065/052
spam,data/052/241
ham,data/059/140
spam,data/122/047
spam,data/103/036
spam,data/091/127
ham,data/024/236
spam,data/093/108
ham,data/046/133
spam,data/118/247
spam,data/025/081
spam,data/099/151
ham,data/085/140
spam,data/023/145
ham,data/039/038
ham,data/076/074
ham,data/080/101
spam,data/031/064
spam,data/071/170
spam,data/004/000
ham,data/060/027
spam,data/008/052
ham,data/113/018
ham,data/036/040
spam,data/086/228
ham,data/007/127
ham,data/084/087
ham,data/027/028
spam,data/067/299
spam,data/047/006
ham,data/107/090
ham,data/121/099
spam,data/036/122
ham,data/087/292
ham,data/023/220
spam,data/080/241
spam,data/105/087
spam,data/000/297
spam,data/007/146
spam,data/122/198
ham,data/087/084
ham,data/074/099
ham,data/057/216
spam,data/099/145
spam,data/081/249
spam,data/054/124
ham,data/087/057
spam,data/085/107
ham,data/084/162
spam,data/024/186
ham,data/118/249
ham,data/032/081
ham,data/011/165
spam,data/069/251
spam,data/104/080
spam,data/039/111
ham,data/031/140
spam,data/112/205
spam,data/036/185
spam,data/100/180
ham,data/094/198
ham,data/014/250
spam,data/118/108
spam,data/018/005
spam,data/051/019
spam,data/036/230
ham,data/123/232
ham,data/030/277
ham,data/110/074
spam,data/048/282
spam,data/014/185
spam,data/120/004
spam,data/099/142
ham,data/004/216
ham,data/020/034
spam,data/052/069
spam,data/036/008
spam,data/085/050
spam,data/099/171
spam,data/043/195
spam,data/003/291
spam,data/116/261
spam,data/083/110
spam,data/062/192
spam,data/114/126
ham,data/059/073
spam,data/098/259
spam,data/086/231
spam,data/102/171
spam,data/084/203
spam,data/017/041
spam,data/107/026
spam,data/082/113
ham,data/072/200
ham,data/035/261
spam,data/025/258
ham,data/111/262
ham,data/060/232
spam,data/060/280
spam,data/050/116
ham,data/088/185
ham,data/015/199
spam,data/042/253
spam,data/027/234
ham,data/003/039
ham,data/036/031
ham,data/082/181
ham,data/089/186
spam,data/047/045
spam,data/118/272
ham,data/063/068
spam,data/116/212
spam,data/115/013
spam,data/069/115
spam,data/008/032
spam,data/120/118
spam,data/122/288
ham,data/122/211
ham,data/006/199
spam,data/074/280
spam,data/016/195
spam,data/105/157
spam,data/012/153
ham,data/017/065
ham,data/065/272
ham,data/060/236
spam,data/123/026
spam,data/012/271
spam,data/045/060
spam,data/078/188
spam,data/015/018
spam,data/069/222
spam,data/043/092
spam,data/037/101
ham,data/086/135
ham,data/105/218
ham,data/003/008
ham,data/124/000
spam,data/006/079
spam,data/035/112
ham,data/093/074
ham,data/094/256
ham,data/109/117
spam,data/026/044
spam,data/039/130
spam,data/043/049
ham,data/080/276
ham,data/122/096
spam,data/072/148
spam,data/053/162
spam,data/035/249
spam,data/105/193
ham,data/011/158
ham,data/018/130
spam,data/033/224
spam,data/044/252
spam,data/122/207
spam,data/052/222
spam,data/081/129
ham,data/022/035
ham,data/121/182
ham,data/109/036
ham,data/113/299
ham,data/063/149
ham,data/034/143
spam,data/037/128
spam,data/061/278
spam,data/044/164
spam,data/121/220
spam,data/008/127
spam,data/088/126
spam,data/092/282
spam,data/104/130
spam,data/045/181
ham,data/107/013
spam,data/101/023
spam,data/057/133
ham,data/015/284
spam,data/033/052
spam,data/041/059
spam,data/103/138
ham,data/056/187
spam,data/064/282
spam,data/087/195
spam,data/089/073
ham,data/102/229
spam,data/007/220
ham,data/100/132
ham,data/037/218
spam,data/060/118
ham,data/057/152
spam,data/112/137
spam,data/099/200
spam,data/014/103
spam,data/041/049
spam,data/099/089
spam,data/052/157
ham,data/070/178
ham,data/099/260
ham,data/021/295
spam,data/042/168
ham,data/113/225
ham,data/117/017
ham,data/073/082
spam,data/052/286
spam,data/077/087
spam,data/023/222
spam,data/034/126
ham,data/043/104
spam,data/036/115
spam,data/099/268
spam,data/109/195
ham,data/090/024
spam,data/122/043
spam,data/091/015
spam,data/083/294
spam,data/037/004
ham,data/091/004
spam,data/070/214
ham,data/109/204
ham,data/111/129
spam,data/082/248
spam,data/095/190
spam,data/081/086
spam,data/021/195
ham,data/057/097
ham,data/075/125
spam,data/026/250
spam,data/000/231
ham,data/005/116
ham,data/002/032
spam,data/053/177
spam,data/064/021
spam,data/052/048
spam,data/008/195
spam,data/101/205
spam,data/070/081
spam,data/041/225
spam,data/115/077
spam,data/043/009
spam,data/027/056
ham,data/033/047
ham,data/049/107
ham,data/054/197
spam,data/027/279
spam,data/115/055
spam,data/050/286
ham,data/060/201
ham,data/080/224
spam,data/094/212
spam,data/081/200
spam,data/025/192
ham,data/046/268
spam,data/107/011
ham,data/097/255
spam,data/004/227
spam,data/091/011
spam,data/023/034
spam,data/012/113
ham,data/007/016
spam,data/117/131
spam,data/054/132
ham,data/042/209
spam,data/071/297
ham,data/106/157
ham,data/064/188
ham,data/045/070
spam,data/096/098
spam,data/037/224
ham,data/025/260
spam,data/125/217
spam,data/058/019
ham,data/071/014
spam,data/048/269
ham,data/033/060
spam,data/032/285
ham,data/057/204
spam,data/010/114
ham,data/089/195
ham,data/101/246
spam,data/012/116
spam,data/024/053
spam,data/099/122
spam,data/042/029
spam,data/126/007
spam,data/062/041
spam,data/008/070
spam,data/078/206
spam,data/059/278
spam,data/123/108
spam,data/049/249
spam,data/118/266
spam,data/036/001
spam,data/045/053
ham,data/055/214
spam,data/069/276
spam,data/086/104
spam,data/079/141
spam,data/052/233
spam,data/018/235
ham,data/085/074
ham,data/068/039
ham,data/026/140
spam,data/034/141
ham,data/054/181
spam,data/122/004
spam,data/124/035
spam,data/099/172
spam,data/032/245
ham,data/001/138
ham,data/039/110
spam,data/071/284
spam,data/063/108
ham,data/042/106
spam,data/090/267
spam,data/054/263
ham,data/038/219
spam,data/103/105
spam,data/018/266
spam,data/069/082
spam,data/020/194
spam,data/088/242
spam,data/062/245
spam,data/120/088
spam,data/074/043
spam,data/098/108
ham,data/073/223
spam,data/109/212
spam,data/037/272
spam,data/034/081
ham,data/044/007
spam,data/113/049
ham,data/090/197
ham,data/047/076
spam,data/011/265
spam,data/084/262
spam,data/089/200
ham,data/092/069
ham,data/037/242
spam,data/087/071
spam,data/098/151
spam,data/053/096
spam,data/082/000
ham,data/118/069
ham,data/023/070
spam,data/095/103
spam,data/055/086
spam,data/090/096
ham,data/025/087
spam,data/108/035
spam,data/010/052
spam,data/124/084
spam,data/072/219
ham,data/006/297
ham,data/053/226
ham,data/124/118
spam,data/053/082
spam,data/050/006
spam,data/008/090
spam,data/100/010
spam,data/001/295
